iter	Logloss
604	0.004184538116
605	0.004167963255
606	0.004156351742
607	0.004144588623
608	0.004132964162
609	0.004120653357
610	0.004106907203
611	0.00409448018
612	0.004070193387
613	0.004062417678
614	0.004049381114
615	0.004038299922
616	0.004020534227
617	0.004001290262
618	0.00398327281
619	0.003974323787
620	0.003962655697
621	0.003944691346
622	0.003932640714
623	0.003922651333
624	0.003906922742
625	0.003896125343
626	0.003869207152
627	0.003851567208
628	0.003841249067
629	0.003825478905
630	0.003820237266
631	0.003807683512
632	0.003799442242
633	0.003782592912
634	0.003772572823
635	0.003760523954
636	0.003739452673
637	0.003731403392
638	0.003718498984
639	0.003700700682
640	0.003693877278
641	0.00367846864
642	0.003658429555
643	0.003644983492
644	0.003630782876
645	0.003621129097
646	0.003611850391
647	0.003592173535
648	0.003574081308
649	0.003563808812
650	0.003554159492
651	0.003529269723
652	0.003514801707
653	0.003489983706
654	0.003466707925
655	0.003457355628
656	0.00344716601
657	0.003416632677
658	0.003404808264
659	0.0033802531
660	0.00336931318
661	0.003360161222
662	0.003349702312
663	0.003343472726
664	0.003334646481
665	0.003322959508
666	0.003311645449
667	0.003301717324
668	0.003294565369
669	0.003280995192
670	0.00327277685
671	0.003264427049
672	0.003257731736
673	0.003252955637
674	0.003242457849
675	0.003233202268
676	0.003227342942
677	0.003222818895
678	0.003216661651
679	0.003202992468
680	0.003183663721
681	0.003164867159
682	0.003153306744
683	0.003136064671
684	0.003110289261
685	0.003096340657
686	0.003075343406
687	0.003065274085
688	0.003058648125
689	0.003048238088
690	0.003043254924
691	0.00303523713
692	0.003029139503
693	0.003014327656
694	0.003006474439
695	0.002983744162
696	0.002978787968
697	0.002973074432
698	0.002967674191
699	0.002958761045
700	0.002949511487
701	0.002941958816
702	0.002932978664
703	0.002922855769
704	0.002916734334
705	0.002909992361
706	0.002898374905
707	0.002892061703
708	0.00288702424
709	0.002877585685
710	0.002871169534
711	0.002860600784
712	0.002851913152
713	0.002843398796
714	0.002838501273
715	0.002828726229
716	0.00282157426
717	0.002814886308
718	0.002808401967
719	0.002803781332
720	0.002795042118
721	0.00277882035
722	0.002771318383
723	0.00275688476
724	0.002747180029
725	0.002739723487
726	0.002733358495
727	0.002726544763
728	0.002720311065
729	0.0027104158
730	0.00270496392
731	0.00269851622
732	0.002690467536
733	0.002673674876
734	0.00266313697
735	0.002657769126
736	0.002652415836
737	0.002642420965
738	0.002633306856
739	0.002623827118
740	0.002610589667
741	0.002602618608
742	0.002588945397
743	0.002576356339
744	0.002571070172
745	0.002561150972
746	0.002554265754
747	0.002550052985
748	0.002540721334
749	0.002528503977
750	0.00252429009
751	0.002519116326
752	0.002509981271
753	0.002501079712
754	0.002494844826
755	0.00248823087
756	0.002478102273
757	0.002472957316
758	0.00246547357
759	0.002461301945
760	0.002456308886
761	0.002451088883
762	0.002444415227
763	0.00243921013
764	0.002431350851
765	0.002426587835
766	0.002421900621
767	0.002410674319
768	0.002398683032
769	0.002388313742
770	0.002377149121
771	0.002368124742
772	0.002362955182
773	0.002351258975
774	0.002343877817
775	0.00233628971
776	0.002328365921
777	0.002328365921
778	0.002324588026
779	0.002311274329
780	0.00230226224
781	0.002297482051
782	0.002291275331
783	0.002287647338
784	0.002281018108
785	0.002271092314
786	0.002261112205
787	0.002257801551
788	0.002240890181
789	0.002233546022
790	0.002225736172
791	0.002221176212
792	0.002213995215
793	0.002213995215
794	0.002213995215
795	0.002204092161
796	0.002188910486
797	0.002185618466
798	0.002185618122
799	0.002182148934
800	0.002182145568
801	0.002182144386
802	0.002179166617
803	0.00217914611
804	0.002174152566
805	0.002168257109
806	0.002168254378
807	0.002164899054
808	0.002145552274
809	0.002136634638
810	0.002130798094
811	0.002130792039
812	0.00211881476
813	0.002113207836
814	0.002110849309
815	0.002110849309
816	0.00210307355
817	0.002097270386
818	0.002088000087
819	0.002079023454
820	0.002079016077
821	0.002072985098
822	0.002072985098
823	0.002072985098
824	0.002068100734
825	0.002063845944
826	0.002057883575
827	0.002054113258
828	0.002045752075
829	0.002032475974
830	0.00202738235
831	0.002027374973
832	0.002022021963
833	0.002016128233
834	0.002007426426
835	0.001997353711
836	0.001993168532
837	0.001988924045
838	0.001983147188
839	0.001983148575
840	0.001979246423
841	0.001975393909
842	0.001968422141
843	0.001960613281
844	0.001955488587
845	0.001947067803
846	0.00193700527
847	0.001929249813
848	0.001924383744
849	0.001919329699
850	0.001916633216
851	0.001912453922
852	0.001907360543
853	0.001907360543
854	0.001899111613
855	0.001895232603
856	0.001891934123
857	0.00189193309
858	0.001886306326
859	0.001886297992
860	0.001881668016
861	0.001877897197
862	0.001876383033
863	0.001873573042
864	0.001866956517
865	0.001866956517
866	0.001862888729
867	0.001859291236
868	0.001859280182
869	0.001859279343
870	0.00185557463
871	0.001855580555
872	0.00185557021
873	0.001849244438
874	0.001843005357
875	0.001838369573
876	0.001838359497
877	0.001838343098
878	0.001835021189
879	0.001831590076
880	0.001826519223
881	0.001818741863
882	0.001811564019
883	0.001811566869
884	0.00180734656
885	0.001797784829
886	0.001790642329
887	0.001785929274
888	0.001779750916
889	0.001775959192
890	0.001772233643
891	0.001768635814
892	0.001765766557
893	0.001760203156
894	0.001755816964
895	0.001750933823
896	0.001748015576
897	0.001742552715
898	0.001739331464
899	0.001734403263
900	0.001731668009
901	0.001728412772
902	0.001722287496
903	0.001718411382
904	0.001718408984
905	0.001716571286
906	0.001712680277
907	0.001709337979
908	0.001702995918
909	0.001698342965
910	0.001692089935
911	0.001684869571
912	0.001674491163
913	0.001671217962
914	0.00166540899
915	0.001660503241
916	0.00165753642
917	0.001657525979
918	0.001657521634
919	0.001653032183
920	0.001647540935
921	0.001647540935
922	0.001645085227
923	0.001641876639
924	0.001637991463
925	0.001633997653
926	0.001629379632
927	0.001623920787
928	0.001618602766
929	0.001614278093
930	0.001611544715
931	0.001611544715
932	0.001608467092
933	0.001608461952
934	0.001605286238
935	0.00160252437
936	0.001602509562
937	0.001599258857
938	0.0015929071
939	0.001589829327
940	0.001582674609
941	0.001573214507
942	0.001568924771
943	0.001568907802
944	0.00156566818
945	0.001560853858
946	0.001557115812
947	0.001557107457
948	0.001551195646
949	0.001551190699
950	0.001551188
951	0.001548954468
952	0.001545007365
953	0.001540974781
954	0.00153474662
955	0.00153474662
956	0.001530776722
957	0.001525001891
958	0.001522648994
959	0.001520029626
960	0.001520029626
961	0.001520019152
962	0.00151691571
963	0.001516909075
964	0.001513364161
965	0.001507733097
966	0.001504800312
967	0.001499793042
968	0.001497334893
969	0.001497336033
970	0.00149733556
971	0.001497332162
972	0.00149506178
973	0.001495061512
974	0.001495059243
975	0.001492843459
976	0.001487710307
977	0.001487710307
978	0.001485534411
979	0.001482171362
980	0.001475428539
981	0.001474342617
982	0.001470816762
983	0.001465965849
984	0.001462554412
985	0.001462554412
986	0.001462554412
987	0.001462554412
988	0.001457779862
989	0.001457779496
990	0.001457774571
991	0.001457779109
992	0.001457769324
993	0.001457768356
994	0.001453334055
995	0.001451228646
996	0.001446520155
997	0.001441664578
998	0.001436564655
999	0.001433805368
