iter	Logloss
0	0.6538982118
1	0.6165539151
2	0.5808837016
3	0.5489105398
4	0.5313729397
5	0.5133089461
6	0.4867516152
7	0.4633759576
8	0.4433006566
9	0.4308485648
10	0.413445743
11	0.4017285994
12	0.3924143782
13	0.3742467712
14	0.3598379118
15	0.3499405958
16	0.3400372449
17	0.332006086
18	0.3258089452
19	0.3180252772
20	0.3138957629
21	0.3048403736
22	0.3000024509
23	0.293957371
24	0.2882207799
25	0.2846590448
26	0.2788310411
27	0.272574578
28	0.2680713226
29	0.26530974
30	0.2598356028
31	0.2568257418
32	0.252205273
33	0.2489472027
34	0.2455835804
35	0.2409371365
36	0.2369893088
37	0.235674448
38	0.2317003168
39	0.2305826134
40	0.2273726118
41	0.2262902805
42	0.2238681136
43	0.2220814346
44	0.2199284398
45	0.218844672
46	0.2176494707
47	0.2145518198
48	0.2121534778
49	0.2104127821
50	0.2085998132
51	0.206660469
52	0.2048918799
53	0.2035133071
54	0.2020944846
55	0.199259045
56	0.1972900982
57	0.1940904111
58	0.191036591
59	0.1901456054
60	0.1887542211
61	0.1865368482
62	0.185337444
63	0.1824647425
64	0.1808415962
65	0.1792127551
66	0.1776401969
67	0.1760688629
68	0.1733247887
69	0.1715252839
70	0.1703163492
71	0.1690651337
72	0.1669604894
73	0.1651747288
74	0.1634841954
75	0.162275132
76	0.1606105461
77	0.1592897495
78	0.1579594638
79	0.1563548759
80	0.1524915067
81	0.1513507758
82	0.1503443407
83	0.1490872776
84	0.1474054471
85	0.1456167505
86	0.1432473998
87	0.1419586531
88	0.140678444
89	0.1395417992
90	0.1375852167
91	0.1357112855
92	0.1334557573
93	0.1312879628
94	0.1305386054
95	0.1292987558
96	0.1287281684
97	0.1269767761
98	0.125822108
99	0.1243659101
100	0.1229170722
101	0.1221508961
102	0.1212672808
103	0.1203834417
104	0.1190026653
105	0.1179471159
106	0.1163766278
107	0.115245571
108	0.1140583392
109	0.1127987796
110	0.1114473305
111	0.1101926424
112	0.1092204708
113	0.1083782249
114	0.1076791016
115	0.1071139781
116	0.1063192074
117	0.1051088691
118	0.1038225392
119	0.1022032397
120	0.1013723041
121	0.1000785342
122	0.09922883699
123	0.09845290107
124	0.09749803413
125	0.09668453904
126	0.09597846571
127	0.09539766762
128	0.09473396222
129	0.09325861009
130	0.09180051595
131	0.09108452757
132	0.08989672509
133	0.08944419375
134	0.08863869879
135	0.08797358817
136	0.08712396271
137	0.08624759589
138	0.08545097252
139	0.08397289853
140	0.08350984528
141	0.0831211975
142	0.08216763304
143	0.08134700371
144	0.08001303369
145	0.07916726792
146	0.07815738204
147	0.07755183022
148	0.07705503907
149	0.07649845882
150	0.07605457954
151	0.07568596656
152	0.07501158875
153	0.07422021013
154	0.07346065482
155	0.07265073234
156	0.07176015071
157	0.07089329347
158	0.07041866197
159	0.06985436927
160	0.06931041789
161	0.0685509663
162	0.06782938011
163	0.06699888745
164	0.06646294202
165	0.06597372456
166	0.06573937119
167	0.06480744595
168	0.0641995924
169	0.06369113677
170	0.06324289993
171	0.06289289712
172	0.06147842668
173	0.06100464491
174	0.06066789991
175	0.06031590693
176	0.059675123
177	0.0593245169
178	0.05869664791
179	0.05832623818
180	0.05789911013
181	0.05748868909
182	0.057173002
183	0.05667445794
184	0.05601356377
185	0.05546754897
186	0.05495240785
187	0.05450125716
188	0.05402202151
189	0.05358115786
190	0.05313771867
191	0.05283313793
192	0.05235756502
193	0.05150529728
194	0.05118139627
195	0.0508340494
196	0.05047742251
197	0.04995226403
198	0.04953891033
199	0.04906122658
200	0.04832889801
201	0.04797938174
202	0.0475962583
203	0.0472157254
204	0.04662589264
205	0.04623426779
206	0.04598824045
207	0.04557144864
208	0.04527872046
209	0.045021076
210	0.04465165128
211	0.04427800802
212	0.0440928741
213	0.04375566342
214	0.04326716549
215	0.04288238535
216	0.04246469061
217	0.04214281411
218	0.04149802109
219	0.04116254178
220	0.04091330762
221	0.0405870683
222	0.04040243239
223	0.04011596657
224	0.03967412171
225	0.03931700287
226	0.0388665922
227	0.03841699833
228	0.03816391013
229	0.03802177242
230	0.03763710902
231	0.03724788141
232	0.03677985049
233	0.03634676912
234	0.03586871653
235	0.03550856322
236	0.03537153711
237	0.03521945642
238	0.0348341847
239	0.03454744337
240	0.03422328788
241	0.03391324038
242	0.03365266121
243	0.03337829027
244	0.03317474783
245	0.03308665101
246	0.03290749494
247	0.03259559549
248	0.03237013283
249	0.03214164258
250	0.03183182006
251	0.03162921773
252	0.03136110221
253	0.03109446813
254	0.03074361367
255	0.03049777434
256	0.03023217367
257	0.03004205842
258	0.02990510169
259	0.02976506098
260	0.02947123938
261	0.02931282993
262	0.02910378365
263	0.02893245302
264	0.02864052412
265	0.02839870836
266	0.02809306064
267	0.02800937624
268	0.02752376226
269	0.02729786347
270	0.02716550158
271	0.02693440428
272	0.02676126645
273	0.02655593651
274	0.02631712192
275	0.02605975826
276	0.02588277792
277	0.02566276563
278	0.02550526153
279	0.0253407962
280	0.02520257655
281	0.0250727652
282	0.02500988977
283	0.02481374417
284	0.02466291635
285	0.02445963178
286	0.02431882826
287	0.02418775289
288	0.02392578468
289	0.02372600274
290	0.02360563758
291	0.02345087573
292	0.02331037274
293	0.02315106207
294	0.02306977259
295	0.02282334267
296	0.02259917458
297	0.02247983954
298	0.02235665997
299	0.02224580228
300	0.02212420883
301	0.02197052207
302	0.02187825964
303	0.02175290015
304	0.02150872152
305	0.02123219746
306	0.02103699417
307	0.02083965939
308	0.02065528967
309	0.0205442699
310	0.02044489871
311	0.02032419109
312	0.0201597102
313	0.02005845998
314	0.01996941964
315	0.01982644141
316	0.01964537866
317	0.01948201907
318	0.01935619939
319	0.0192859799
320	0.01915501567
321	0.01900209459
322	0.01887746809
323	0.01879015096
324	0.01859970165
325	0.01844980203
326	0.01831117235
327	0.01821434754
328	0.0180226273
329	0.01788649169
330	0.01778632874
331	0.01768118292
332	0.01759336798
333	0.01744202276
334	0.01729658747
335	0.01721503708
336	0.01714724769
337	0.01707826739
338	0.01696750164
339	0.01689069718
340	0.01682694475
341	0.01670902405
342	0.01663269326
343	0.01656159556
344	0.01645749337
345	0.01635665747
346	0.01623775427
347	0.01613827145
348	0.01605109469
349	0.01596083848
350	0.0158235469
351	0.01568573031
352	0.01558087263
353	0.01551911446
354	0.01536597307
355	0.01529210326
356	0.01520617896
357	0.01513195772
358	0.01506080508
359	0.01488912735
360	0.01476427779
361	0.01468174046
362	0.01458310352
363	0.01447500216
364	0.01441207735
365	0.01422571937
366	0.01412456187
367	0.01407807518
368	0.013975587
369	0.01387500762
370	0.01380531272
371	0.01372655446
372	0.01365382539
373	0.01356657495
374	0.01343239071
375	0.01334555691
376	0.01329555713
377	0.01323569816
378	0.01315848172
379	0.01303051656
380	0.01297265035
381	0.01287081716
382	0.0128227313
383	0.01270634101
384	0.01260733294
385	0.0125503215
386	0.01250467548
387	0.01240388239
388	0.01234986402
389	0.01230204268
390	0.01226951403
391	0.01218772627
392	0.01213800119
393	0.01205636729
394	0.01197595448
395	0.01191129418
396	0.01184196915
397	0.01172991866
398	0.0116385582
399	0.01156397824
400	0.01152538761
401	0.01146751864
402	0.01136862988
403	0.01131355528
404	0.01123885741
405	0.01119934283
406	0.01113574972
407	0.01108801678
408	0.01104532491
409	0.01100420193
410	0.01095799064
411	0.01091570473
412	0.01087711991
413	0.01080317718
414	0.01073255837
415	0.01061971259
416	0.01056865018
417	0.01052577945
418	0.01048303235
419	0.01043894961
420	0.01037569156
421	0.01034387198
422	0.01028422752
423	0.01021925498
424	0.01019539534
425	0.01015888663
426	0.01004634174
427	0.009985887693
428	0.009955732642
429	0.009910964332
430	0.009873166181
431	0.009854540177
432	0.009797680639
433	0.009715933564
434	0.009684362911
435	0.009619745434
436	0.009573271847
437	0.009539870062
438	0.009506644859
439	0.009448758572
440	0.009397443602
441	0.009321856005
442	0.009288549385
443	0.009254892637
444	0.009160382874
445	0.009108281154
446	0.009083575453
447	0.009036765792
448	0.009011761113
449	0.008942209543
450	0.008863495239
451	0.00879797901
452	0.008757813422
453	0.008698779684
454	0.008635261473
455	0.008601466222
456	0.008554827389
457	0.008478239426
458	0.008449452057
459	0.008363393002
460	0.008326267188
461	0.008304764185
462	0.008265393525
463	0.008243990365
464	0.008212300954
465	0.008150038303
466	0.008109228746
467	0.008090986018
468	0.008060192692
469	0.008032832695
470	0.007975656751
471	0.00792879059
472	0.007877892701
473	0.00783428818
474	0.007802278866
475	0.007777188159
476	0.007742137354
477	0.007673874689
478	0.007629779057
479	0.007590596024
480	0.007563239032
481	0.007531675301
482	0.007478090999
483	0.007437827415
484	0.007411846118
485	0.007387311007
486	0.007364506675
487	0.007328220238
488	0.007287335082
489	0.00723663679
490	0.00721630961
491	0.007183979762
492	0.007135443071
493	0.007091731517
494	0.007058324615
495	0.006990535226
496	0.006965041559
497	0.006955345338
498	0.006925775379
499	0.006898368831
500	0.006876590809
501	0.006843644485
502	0.006827600137
503	0.006808697437
504	0.006777965457
505	0.006711872868
506	0.006679503922
507	0.006645267817
508	0.006628646041
509	0.006593782759
510	0.006547317726
511	0.006512004989
512	0.006449248431
513	0.006396299235
514	0.0063410453
515	0.006301563746
516	0.00627073047
517	0.006238854348
518	0.00619662237
519	0.006162577412
520	0.006125301094
521	0.006105192811
522	0.006087338089
523	0.006062582695
524	0.006011192373
525	0.0059834993
526	0.005956242164
527	0.005925827713
528	0.005908190336
529	0.005895223678
530	0.005861827554
531	0.005832737929
532	0.005812680276
533	0.005786629245
534	0.005764640314
535	0.005752329334
536	0.005718270553
537	0.00569035873
538	0.005657671248
539	0.00564926591
540	0.005612142139
541	0.005594657681
542	0.005565406943
543	0.00554447043
544	0.005526895095
545	0.005487190209
546	0.00543482333
547	0.005420418935
548	0.0053970507
549	0.005363927845
550	0.005318360586
551	0.005298538239
552	0.005268233988
553	0.005243984531
554	0.005209396548
555	0.005192379325
556	0.005176999388
557	0.0051619166
558	0.005148379758
559	0.005131819371
560	0.005120177314
561	0.005094759836
562	0.005077282823
563	0.005062510197
564	0.005047353295
565	0.005025606972
566	0.005000660321
567	0.004981342935
568	0.0049621292
569	0.004954788068
570	0.004917763675
571	0.004891681211
572	0.004877761376
573	0.004865641875
574	0.004827863205
575	0.004795275095
576	0.004777861502
577	0.004770851909
578	0.004741426662
579	0.004728275807
580	0.004694265794
581	0.004657591771
582	0.004642617408
583	0.004633493127
584	0.004604005905
585	0.004584500445
586	0.004570320763
587	0.004543253368
588	0.004529886655
589	0.004520816189
590	0.004500435792
591	0.004474858618
592	0.004456083876
593	0.004428106648
594	0.004401541831
595	0.004385442499
596	0.004368440867
597	0.0043497632
598	0.004324826143
599	0.004311346562
600	0.004278356283
601	0.004250634648
602	0.004221654345
603	0.004201393293
